AY341821	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas P4PB 66
DQ634771	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium E31-11
AY546500	Bacteria	Proteobacteria	Betaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylophilus	Methylophilus 1H 31
DQ639513	Bacteria	SR1	SR1	SR1	SR1	SR1	SR1 DQ639513
AM420222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella 601F05
AM420149	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena
EU181055	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum SeaGull50
AB374486	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium radiobacter
GQ076113	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas rhizophila
DQ130028	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus xinjiangensis
AB193725	Bacteria	Proteobacteria	Betaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylophilus	Methylophilus leisingeri
FJ604679	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	Methylobacillus MCCrF11
